age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,age_experience_ratio,income_per_joblevel,overtime_wlb_conflict,commute_burden,overall_job_satisfaction,career_progression_rate,age_squared,totalworkingyears_squared,monthlyincome_squared,yearsatcompany_squared,age_group,income_quartile,tenure_group,distance_category,income_per_exp_year,promotion_frequency,training_intensity,role_stability,manager_stability,hike_per_level,avg_satisfaction,satisfaction_variance,min_satisfaction,low_satisfaction_count,promotion_gap_ratio,role_stagnation,early_career,job_hopper
32,0,Travel_Rarely,334,Research & Development,5,2,Life Sciences,21,1,Male,80,4,1,Research Scientist,2,Divorced,3298,15053,0,Yes,12,3,4,2,7,5,2,6,2,0,5,4.0,1649.0,3,5,2,0.14285714285714285,1024,49,10876804,36,Mid-Career,Q2,Experienced,Near,412.25,1.0,0.7142857142857143,0.2857142857142857,0.7142857142857143,6.0,2.25,1.5833333333333333,1,3,0.0,2,0,0
22,0,Non-Travel,1123,Research & Development,16,2,Medical,22,4,Male,96,4,1,Laboratory Technician,4,Divorced,2935,7324,1,Yes,13,3,2,2,1,2,2,1,0,0,0,11.0,1467.5,3,0,16,0.5,484,1,8614225,1,Young,Q2,New,Far,1467.5,1.0,1.0,0.0,0.0,6.5,3.0,1.3333333333333333,2,2,0.0,0,1,0
53,0,Travel_Rarely,1219,Sales,2,4,Life Sciences,23,1,Female,78,2,4,Manager,4,Married,15427,22021,2,No,16,3,3,0,31,3,3,25,8,3,7,1.65625,3085.4,0,2,4,0.15384615384615385,2809,961,237992329,625,Senior,Q4,Veteran,Near,482.09375,0.25,0.11538461538461539,0.3076923076923077,0.2692307692307692,3.2,2.75,1.5833333333333333,1,1,0.11538461538461539,5,0,0
38,0,Travel_Rarely,371,Research & Development,2,3,Life Sciences,24,4,Male,45,3,1,Research Scientist,4,Single,3944,4306,5,Yes,11,3,3,0,6,3,3,3,2,1,2,5.428571428571429,1972.0,2,2,16,0.25,1444,36,15555136,9,Mid-Career,Q2,Mid,Near,563.4285714285714,0.5,0.75,0.5,0.5,5.5,3.5,0.3333333333333333,3,0,0.25,1,0,1
24,0,Non-Travel,673,Research & Development,11,2,Other,26,1,Female,96,4,2,Manufacturing Director,3,Divorced,4011,8232,0,No,18,3,4,1,5,5,2,4,2,1,3,4.0,1337.0,0,0,3,0.4,576,25,16088121,16,Young,Q2,Mid,Medium,668.5,0.5,1.0,0.4,0.6,6.0,2.5,1.6666666666666667,1,2,0.2,1,0,0
36,1,Travel_Rarely,1218,Sales,9,4,Life Sciences,27,3,Male,82,2,1,Sales Representative,1,Single,3407,6986,7,No,23,4,2,0,10,4,3,5,3,0,3,3.272727272727273,1703.5,0,9,3,0.16666666666666666,1296,100,11607649,25,Mid-Career,Q2,Mid,Medium,309.72727272727275,1.0,0.6666666666666666,0.5,0.5,11.5,2.25,0.9166666666666666,1,2,0.0,3,0,0
34,0,Travel_Rarely,419,Research & Development,7,4,Life Sciences,28,1,Female,53,3,3,Research Director,2,Single,11994,21293,0,No,11,3,3,0,13,4,3,12,6,2,11,2.4285714285714284,2998.5,0,7,2,0.23076923076923078,1156,169,143856036,144,Mid-Career,Q4,Veteran,Medium,856.7142857142857,0.3333333333333333,0.3076923076923077,0.46153846153846156,0.8461538461538461,2.75,2.25,0.9166666666666666,1,2,0.15384615384615385,4,0,0
21,0,Travel_Rarely,391,Research & Development,15,2,Life Sciences,30,3,Male,96,3,1,Research Scientist,4,Single,1232,19281,1,No,14,3,4,0,0,6,3,0,0,0,0,21.0,616.0,0,15,12,1.0,441,0,1517824,0,Young,Q1,New,Medium,1232.0,1.0,6.0,0.0,0.0,7.0,3.5,0.3333333333333333,3,0,0.0,0,1,0
34,1,Travel_Rarely,699,Research & Development,6,1,Medical,31,2,Male,83,3,1,Research Scientist,1,Single,2960,17102,2,No,11,3,3,0,8,2,3,4,2,1,3,3.7777777777777777,1480.0,0,6,2,0.2,1156,64,8761600,16,Mid-Career,Q2,Mid,Medium,328.8888888888889,0.5,0.4,0.4,0.6,5.5,2.25,0.9166666666666666,1,2,0.2,1,0,0
53,0,Travel_Rarely,1282,Research & Development,5,3,Other,32,3,Female,58,3,5,Manager,3,Divorced,19094,10735,4,No,11,3,4,1,26,3,2,14,13,4,8,1.962962962962963,3182.3333333333335,0,5,9,0.3333333333333333,2809,676,364580836,196,Senior,Q4,Veteran,Near,707.1851851851852,0.2,0.2,0.8666666666666667,0.5333333333333333,1.8333333333333333,3.0,0.6666666666666666,2,1,0.26666666666666666,9,0,0
32,1,Travel_Frequently,1125,Research & Development,16,1,Life Sciences,33,2,Female,72,1,1,Research Scientist,1,Single,3919,4681,1,Yes,22,4,2,0,10,5,3,10,2,6,7,2.909090909090909,1959.5,2,32,2,0.09090909090909091,1024,100,15358561,100,Mid-Career,Q2,Experienced,Far,356.27272727272725,0.14285714285714285,0.45454545454545453,0.18181818181818182,0.6363636363636364,11.0,2.0,0.6666666666666666,1,3,0.5454545454545454,-4,0,0
42,0,Travel_Rarely,691,Sales,8,4,Marketing,35,3,Male,48,3,2,Sales Executive,2,Married,6825,21173,0,No,11,3,4,1,10,2,3,9,7,4,2,3.8181818181818183,2275.0,0,8,6,0.2,1764,100,46580625,81,Mid-Career,Q3,Experienced,Medium,620.4545454545455,0.2,0.2,0.7,0.2,3.6666666666666665,3.0,0.6666666666666666,2,1,0.4,3,0,0
44,0,Travel_Rarely,477,Research & Development,7,4,Medical,36,1,Female,42,2,3,Healthcare Representative,4,Married,10248,2094,3,No,14,3,4,1,24,4,3,22,6,5,17,1.76,2562.0,0,7,4,0.13043478260869565,1936,576,105021504,484,Mid-Career,Q4,Veteran,Medium,409.92,0.16666666666666666,0.17391304347826086,0.2608695652173913,0.7391304347826086,3.5,3.0,2.0,1,1,0.21739130434782608,1,0,0
46,0,Travel_Rarely,705,Sales,2,4,Marketing,38,2,Female,83,3,5,Manager,1,Single,18947,22822,3,No,12,3,4,0,22,2,2,2,2,2,1,2.0,3157.8333333333335,0,2,2,1.6666666666666667,2116,484,358988809,4,Senior,Q4,New,Near,823.7826086956521,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,2.0,2.25,1.5833333333333333,1,3,0.6666666666666666,0,0,0
33,0,Travel_Rarely,924,Research & Development,2,3,Medical,39,3,Male,78,3,1,Laboratory Technician,4,Single,2496,6670,4,No,11,3,4,0,7,3,3,1,1,0,0,4.125,1248.0,0,2,12,0.5,1089,49,6230016,1,Mid-Career,Q1,New,Near,312.0,1.0,1.5,0.5,0.0,5.5,3.5,0.3333333333333333,3,0,0.0,1,0,1
44,0,Travel_Rarely,1459,Research & Development,10,4,Other,40,4,Male,41,3,2,Healthcare Representative,4,Married,6465,19121,2,Yes,13,3,4,0,9,5,4,4,2,1,3,4.4,2155.0,1,10,16,0.4,1936,81,41796225,16,Mid-Career,Q3,Mid,Medium,646.5,0.5,1.0,0.4,0.6,4.333333333333333,4.0,0.0,4,0,0.2,1,0,0
30,0,Travel_Rarely,125,Research & Development,9,2,Medical,41,4,Male,83,2,1,Laboratory Technician,3,Single,2206,16117,1,No,13,3,1,0,10,5,3,10,0,1,8,2.727272727272727,1103.0,0,9,12,0.09090909090909091,900,100,4866436,100,Young,Q1,Experienced,Medium,200.54545454545453,0.5,0.45454545454545453,0.0,0.7272727272727273,6.5,2.75,1.5833333333333333,1,1,0.09090909090909091,-1,0,0
39,1,Travel_Rarely,895,Sales,5,3,Technical Degree,42,4,Male,56,3,2,Sales Representative,4,Married,2086,3335,3,No,14,3,3,1,19,6,4,1,0,0,0,1.95,695.3333333333334,0,5,16,1.0,1521,361,4351396,1,Mid-Career,Q1,New,Near,104.3,1.0,3.0,0.0,0.0,4.666666666666667,3.75,0.25,3,0,0.0,0,0,0
24,1,Travel_Rarely,813,Research & Development,1,3,Medical,45,2,Male,61,3,1,Research Scientist,4,Married,2293,3020,2,Yes,16,3,1,1,6,2,2,2,0,2,0,3.4285714285714284,1146.5,3,1,8,0.3333333333333333,576,36,5257849,4,Young,Q1,New,Near,327.57142857142856,0.3333333333333333,0.6666666666666666,0.0,0.0,8.0,2.25,1.5833333333333333,1,3,0.6666666666666666,-2,0,0
43,0,Travel_Rarely,1273,Research & Development,2,2,Medical,46,4,Female,72,4,1,Research Scientist,3,Divorced,2645,21923,1,No,12,3,4,2,6,3,2,5,3,1,4,6.142857142857143,1322.5,0,2,12,0.16666666666666666,1849,36,6996025,25,Mid-Career,Q1,Mid,Near,377.85714285714283,0.5,0.5,0.5,0.6666666666666666,6.0,3.25,0.9166666666666666,2,1,0.16666666666666666,2,0,0
50,1,Travel_Rarely,869,Sales,3,2,Marketing,47,1,Male,86,2,1,Sales Representative,3,Married,2683,3810,1,Yes,14,3,3,0,3,2,3,3,2,0,2,12.5,1341.5,2,3,3,0.25,2500,9,7198489,9,Senior,Q1,Mid,Near,670.75,1.0,0.5,0.5,0.5,7.0,2.5,1.0,1,1,0.0,2,0,0
35,0,Travel_Rarely,890,Sales,2,3,Marketing,49,4,Female,97,3,1,Sales Representative,4,Married,2014,9687,1,No,13,3,1,0,2,3,3,2,2,2,2,11.666666666666666,1007.0,0,2,16,0.3333333333333333,1225,4,4056196,4,Mid-Career,Q1,New,Near,671.3333333333334,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,6.5,3.0,2.0,1,1,0.6666666666666666,0,1,0
36,0,Travel_Rarely,852,Research & Development,5,4,Life Sciences,51,2,Female,82,2,1,Research Scientist,1,Married,3419,13072,9,Yes,14,3,4,1,6,3,4,1,1,0,0,5.142857142857143,1709.5,1,5,2,0.5,1296,36,11689561,1,Mid-Career,Q2,New,Near,488.42857142857144,1.0,1.5,0.5,0.0,7.0,2.75,2.25,1,2,0.0,1,0,1
33,0,Travel_Frequently,1141,Sales,1,3,Life Sciences,52,3,Female,42,4,2,Sales Executive,1,Married,5376,3193,2,No,19,3,1,2,10,3,3,5,3,1,3,3.0,1792.0,0,2,3,0.3333333333333333,1089,100,28901376,25,Mid-Career,Q3,Mid,Near,488.72727272727275,0.5,0.5,0.5,0.5,6.333333333333333,2.0,1.3333333333333333,1,2,0.16666666666666666,2,0,0
35,0,Travel_Rarely,464,Research & Development,4,2,Other,53,3,Male,75,3,1,Laboratory Technician,4,Divorced,1951,10910,1,No,12,3,3,1,1,3,3,1,0,0,0,17.5,975.5,0,4,12,0.5,1225,1,3806401,1,Mid-Career,Q1,New,Near,975.5,1.0,1.5,0.0,0.0,6.0,3.25,0.25,3,0,0.0,0,1,0
27,0,Travel_Rarely,1240,Research & Development,2,4,Life Sciences,54,4,Female,33,3,1,Laboratory Technician,1,Divorced,2341,19715,1,No,13,3,4,1,1,6,3,1,0,0,0,13.5,1170.5,0,2,4,0.5,729,1,5480281,1,Young,Q1,New,Near,1170.5,1.0,3.0,0.0,0.0,6.5,3.0,2.0,1,1,0.0,0,1,0
26,1,Travel_Rarely,1357,Research & Development,25,3,Life Sciences,55,1,Male,48,1,1,Laboratory Technician,3,Single,2293,10558,1,No,12,3,3,0,1,2,2,1,0,0,1,13.0,1146.5,0,25,3,0.5,676,1,5257849,1,Young,Q1,New,Far,1146.5,1.0,1.0,0.0,0.5,6.0,2.25,0.9166666666666666,1,2,0.0,0,1,0
27,0,Travel_Frequently,994,Sales,8,3,Life Sciences,56,4,Male,37,3,3,Sales Executive,3,Single,8726,2975,1,No,15,3,4,0,9,0,3,9,8,1,7,2.7,2181.5,0,16,12,0.3,729,81,76143076,81,Young,Q4,Experienced,Medium,872.6,0.5,0.0,0.8,0.7,3.75,3.5,0.3333333333333333,3,0,0.1,7,0,0
30,0,Travel_Frequently,721,Research & Development,1,2,Medical,57,3,Female,58,3,2,Laboratory Technician,4,Single,4011,10781,1,No,23,4,4,0,12,2,3,12,8,3,7,2.3076923076923075,1337.0,0,2,12,0.15384615384615385,900,144,16088121,144,Young,Q2,Veteran,Near,308.53846153846155,0.25,0.15384615384615385,0.6153846153846154,0.5384615384615384,7.666666666666667,3.5,0.3333333333333333,3,0,0.23076923076923078,5,0,0
41,1,Travel_Rarely,1360,Research & Development,12,3,Technical Degree,58,2,Female,49,3,5,Research Director,3,Married,19545,16280,1,No,12,3,4,0,23,0,3,22,15,15,8,1.7083333333333333,3257.5,0,12,6,0.21739130434782608,1681,529,382007025,484,Mid-Career,Q4,Veteran,Medium,814.375,0.0625,0.0,0.6521739130434783,0.34782608695652173,2.0,3.0,0.6666666666666666,2,1,0.6521739130434783,0,0,0
34,0,Non-Travel,1065,Sales,23,4,Marketing,60,2,Male,72,3,2,Sales Executive,3,Single,4568,10034,0,No,20,4,3,0,10,2,3,9,5,8,7,3.090909090909091,1522.6666666666667,0,0,6,0.2,1156,100,20866624,81,Mid-Career,Q2,Experienced,Far,415.27272727272725,0.1111111111111111,0.2,0.5,0.7,6.666666666666667,2.75,0.25,2,1,0.8,-3,0,0
37,0,Travel_Rarely,408,Research & Development,19,2,Life Sciences,61,2,Male,73,3,1,Research Scientist,2,Married,3022,10227,4,No,21,4,1,0,8,1,3,1,0,0,0,4.111111111111111,1511.0,0,19,4,0.5,1369,64,9132484,1,Mid-Career,Q2,New,Far,335.77777777777777,1.0,0.5,0.0,0.0,10.5,2.0,0.6666666666666666,1,3,0.0,0,0,1
46,0,Travel_Frequently,1211,Sales,5,4,Marketing,62,1,Male,98,3,2,Sales Executive,4,Single,5772,20445,4,Yes,21,4,3,0,14,4,3,9,6,0,8,3.066666666666667,1924.0,2,10,4,0.2,2116,196,33315984,81,Senior,Q3,Experienced,Near,384.8,1.0,0.4,0.6,0.8,7.0,2.75,1.5833333333333333,1,1,0.0,6,0,0
35,0,Travel_Rarely,1229,Research & Development,8,1,Life Sciences,63,4,Male,36,4,1,Laboratory Technician,4,Married,2269,4892,1,No,19,3,4,0,1,2,3,1,0,0,1,17.5,1134.5,0,8,16,0.5,1225,1,5148361,1,Mid-Career,Q1,New,Medium,1134.5,1.0,1.0,0.0,0.5,9.5,3.75,0.25,3,0,0.0,0,1,0
48,1,Travel_Rarely,626,Research & Development,1,2,Life Sciences,64,1,Male,98,2,3,Laboratory Technician,3,Single,5381,19294,9,Yes,13,3,4,0,23,2,3,1,0,0,0,2.0,1345.25,2,1,3,1.5,2304,529,28955161,1,Senior,Q3,New,Near,224.20833333333334,1.0,1.0,0.0,0.0,3.25,2.75,1.5833333333333333,1,1,0.0,0,0,1
28,1,Travel_Rarely,1434,Research & Development,5,4,Technical Degree,65,3,Male,50,3,1,Laboratory Technician,3,Single,3441,11179,1,Yes,13,3,3,0,2,3,2,2,2,2,2,9.333333333333334,1720.5,3,5,9,0.3333333333333333,784,4,11840481,4,Young,Q2,New,Near,1147.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,6.5,2.75,0.25,2,1,0.6666666666666666,0,1,0
44,0,Travel_Rarely,1488,Sales,1,5,Marketing,68,2,Female,75,3,2,Sales Executive,1,Divorced,5454,4009,5,Yes,21,4,3,1,9,2,2,4,3,1,3,4.4,1818.0,3,1,2,0.4,1936,81,29746116,16,Mid-Career,Q3,Mid,Near,545.4,0.5,0.4,0.6,0.6,7.0,2.0,0.6666666666666666,1,3,0.2,2,0,0
35,0,Non-Travel,1097,Research & Development,11,2,Medical,70,3,Male,79,2,3,Healthcare Representative,1,Married,9884,8302,2,Yes,13,3,3,1,10,3,3,4,0,2,3,3.1818181818181817,2471.0,2,0,3,0.6,1225,100,97693456,16,Mid-Career,Q4,Mid,Medium,898.5454545454545,0.3333333333333333,0.6,0.0,0.6,3.25,2.5,1.0,1,1,0.4,-2,0,0
26,0,Travel_Rarely,1443,Sales,23,3,Marketing,72,3,Female,47,2,2,Sales Executive,4,Married,4157,21436,7,Yes,19,3,3,1,5,2,2,2,2,0,0,4.333333333333333,1385.6666666666667,3,23,12,0.6666666666666666,676,25,17280649,4,Young,Q2,New,Far,692.8333333333334,1.0,0.6666666666666666,0.6666666666666666,0.0,6.333333333333333,3.0,0.6666666666666666,2,1,0.0,2,1,1
33,0,Travel_Frequently,515,Research & Development,1,2,Life Sciences,73,1,Female,98,3,3,Research Director,4,Single,13458,15146,1,Yes,12,3,3,0,15,1,3,15,14,8,12,2.0625,3364.5,2,2,4,0.1875,1089,225,181117764,225,Mid-Career,Q4,Veteran,Near,841.125,0.1111111111111111,0.0625,0.875,0.75,3.0,2.75,1.5833333333333333,1,1,0.5,6,0,0
35,0,Travel_Frequently,853,Sales,18,5,Life Sciences,74,2,Male,71,3,3,Sales Executive,1,Married,9069,11031,1,No,22,4,4,1,9,3,2,9,8,1,8,3.5,2267.25,0,36,2,0.3,1225,81,82246761,81,Mid-Career,Q4,Experienced,Far,906.9,0.5,0.3,0.8,0.8,5.5,2.25,1.5833333333333333,1,3,0.1,7,0,0
35,0,Travel_Rarely,1142,Research & Development,23,4,Medical,75,3,Female,30,3,1,Laboratory Technician,1,Married,4014,16002,3,Yes,15,3,3,1,4,3,3,2,2,2,2,7.0,2007.0,2,23,3,0.3333333333333333,1225,16,16112196,4,Mid-Career,Q2,New,Far,802.8,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,7.5,2.5,1.0,1,1,0.6666666666666666,0,1,0
31,0,Travel_Rarely,655,Research & Development,7,4,Life Sciences,76,4,Male,48,3,2,Laboratory Technician,4,Divorced,5915,9528,3,No,22,4,4,1,10,3,2,7,7,1,7,2.8181818181818183,1971.6666666666667,0,7,16,0.25,961,100,34987225,49,Mid-Career,Q3,Experienced,Medium,537.7272727272727,0.5,0.375,0.875,0.875,7.333333333333333,3.5,1.0,2,1,0.125,6,0,0
37,0,Travel_Rarely,1115,Research & Development,1,4,Life Sciences,77,1,Male,51,2,2,Manufacturing Director,3,Divorced,5993,2689,1,No,18,3,3,1,7,2,4,7,5,0,7,4.625,1997.6666666666667,0,1,3,0.25,1369,49,35916049,49,Mid-Career,Q3,Experienced,Near,749.125,1.0,0.25,0.625,0.875,6.0,2.75,1.5833333333333333,1,1,0.0,5,0,0
32,0,Travel_Rarely,427,Research & Development,1,3,Medical,78,1,Male,33,3,2,Manufacturing Director,4,Married,6162,10877,1,Yes,22,4,2,1,9,3,3,9,8,7,8,3.2,2054.0,2,1,4,0.2,1024,81,37970244,81,Mid-Career,Q3,Experienced,Near,616.2,0.125,0.3,0.8,0.8,7.333333333333333,2.5,1.6666666666666667,1,2,0.7,1,0,0
38,0,Travel_Frequently,653,Research & Development,29,5,Life Sciences,79,4,Female,50,3,2,Laboratory Technician,4,Single,2406,5456,1,No,11,3,4,0,10,2,3,10,3,9,9,3.4545454545454546,802.0,0,58,16,0.18181818181818182,1444,100,5788836,100,Mid-Career,Q1,Experienced,Far,218.72727272727272,0.1,0.18181818181818182,0.2727272727272727,0.8181818181818182,3.6666666666666665,3.75,0.25,3,0,0.8181818181818182,-6,0,0
50,0,Travel_Rarely,989,Research & Development,7,2,Medical,80,2,Female,43,2,5,Research Director,3,Divorced,18740,16701,5,Yes,12,3,4,1,29,2,2,27,3,13,8,1.6666666666666667,3123.3333333333335,3,7,6,0.17857142857142858,2500,841,351187600,729,Senior,Q4,Veteran,Medium,624.6666666666666,0.07142857142857142,0.07142857142857142,0.10714285714285714,0.2857142857142857,2.0,2.75,0.9166666666666666,2,2,0.4642857142857143,-10,0,0
59,0,Travel_Rarely,1435,Sales,25,3,Life Sciences,81,1,Female,99,3,3,Sales Executive,1,Single,7637,2354,7,No,11,3,4,0,28,3,2,21,16,7,9,2.0344827586206895,1909.25,0,25,1,0.13636363636363635,3481,784,58323769,441,Senior,Q3,Veteran,Far,263.3448275862069,0.125,0.13636363636363635,0.7272727272727273,0.4090909090909091,2.75,2.0,2.0,1,3,0.3181818181818182,9,0,0
